prov,dist,hu0,hu,pgma,fpcode,fptype,cqty,cmth,cmthid,cyr,fptyper
Luapula,Mansa,403055,Sande Health Post,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",50,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403055,Sande Health Post,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",20,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403055,Sande Health Post,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",1,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403056,Tiyali Health Post,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",50,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403056,Tiyali Health Post,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",20,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403056,Tiyali Health Post,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",1,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403057,Mikula Health Post,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",50,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403057,Mikula Health Post,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",40,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403057,Mikula Health Post,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",2,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403058,Malamba Health Post,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",30,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403058,Malamba Health Post,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",10,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403058,Malamba Health Post,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",2,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403091,Edgar Chagwa Lungu Mini Hospital,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",100,2022-03-01T00:00:00Z,3,2022,Injection
Luapula,Mansa,403091,Edgar Chagwa Lungu Mini Hospital,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",40,2022-03-01T00:00:00Z,3,2022,Injection
Luapula,Mansa,403091,Edgar Chagwa Lungu Mini Hospital,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",0,2022-03-01T00:00:00Z,3,2022,Injection
Luapula,Mansa,4030B8,Mutwenankoko,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",40,2022-03-01T00:00:00Z,3,2022,Injection
Luapula,Mansa,4030B8,Mutwenankoko,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",30,2022-03-01T00:00:00Z,3,2022,Injection
Luapula,Mansa,4030B8,Mutwenankoko,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",0,2022-03-01T00:00:00Z,3,2022,Injection
Luapula,Mansa,4030K9,Musaila  Rural Health Center,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",0,2022-03-01T00:00:00Z,3,2022,Injection
Luapula,Mansa,4030K9,Musaila  Rural Health Center,Essential Medicine,RH0012,Medroxyprogesterone Acetate 10Mg Tabs -  -,0,2022-03-01T00:00:00Z,3,2022,Injection
Luapula,Mansa,403059,Fibale Health Post,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",50,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403059,Fibale Health Post,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",20,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403059,Fibale Health Post,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",1,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403060,Masaba Health Post,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",60,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403060,Masaba Health Post,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",10,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403060,Masaba Health Post,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",2,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403061,Fiyongoli Health Post,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",60,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403061,Fiyongoli Health Post,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",20,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403061,Fiyongoli Health Post,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",2,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403062,Sepe Health Post,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",30,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403062,Sepe Health Post,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",20,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403062,Sepe Health Post,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",1,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403063,Mulonga Health Centre,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",1,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403063,Mulonga Health Centre,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",20,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403063,Mulonga Health Centre,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",0,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403064,Musesha Health Centre,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",50,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403064,Musesha Health Centre,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",20,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403064,Musesha Health Centre,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",2,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403066,Mwela Health Centre,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",50,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403066,Mwela Health Centre,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",20,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403066,Mwela Health Centre,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",2,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403067,Sumbu Health Centre,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",0,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403067,Sumbu Health Centre,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",180,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403067,Sumbu Health Centre,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",0,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403075,Mupita Rural Health Center,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",50,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403075,Mupita Rural Health Center,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",20,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403075,Mupita Rural Health Center,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",2,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403076,Mupofwe Rural Health Center,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",40,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403076,Mupofwe Rural Health Center,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",40,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403076,Mupofwe Rural Health Center,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",2,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403077,Lukali Rural Health Center,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",30,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403077,Lukali Rural Health Center,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",20,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403077,Lukali Rural Health Center,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",1,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403080,Changila Rural Health Center,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",0,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403080,Changila Rural Health Center,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",40,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403080,Changila Rural Health Center,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",0,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403081,Kapanda Mini Hospital,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",0,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403081,Kapanda Mini Hospital,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",0,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403081,Kapanda Mini Hospital,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",0,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403082,Kasongo Mini Hospital,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",0,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403083,Kosamu Mini Hospital,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",50,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403083,Kosamu Mini Hospital,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",30,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403083,Kosamu Mini Hospital,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",1,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403085,Mipolombo Mini Hospital,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",20,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403085,Mipolombo Mini Hospital,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",30,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403085,Mipolombo Mini Hospital,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",1,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403086,Misenga Health Post,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",50,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403086,Misenga Health Post,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",40,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403086,Misenga Health Post,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",2,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403087,Mansa District Hospital,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",50,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403087,Mansa District Hospital,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",60,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403087,Mansa District Hospital,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",3,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403088,Lofoyi Mini Hospital,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",50,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403088,Lofoyi Mini Hospital,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",20,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403088,Lofoyi Mini Hospital,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",1,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403089,Matenda Health Post,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",50,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403089,Matenda Health Post,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",40,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403089,Matenda Health Post,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",2,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403090,Nachibibi Mini Hospital,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",100,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403090,Nachibibi Mini Hospital,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",40,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403090,Nachibibi Mini Hospital,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",2,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403091,Edgar Chagwa Lungu Mini Hospital,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",200,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403091,Edgar Chagwa Lungu Mini Hospital,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",10,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403091,Edgar Chagwa Lungu Mini Hospital,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",1,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,4030B8,Mutwenankoko,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",60,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,4030B8,Mutwenankoko,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",30,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,4030B8,Mutwenankoko,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",1,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,4030K9,Musaila  Rural Health Center,Essential Medicine,RH0009,"Medroxyprogesterone Acetate 150mg, pwdr for injection Injectable 150Mg/ml -",0,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,4030K9,Musaila  Rural Health Center,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",0,2022-02-01T00:00:00Z,2,2022,Injection
Luapula,Mansa,403000,Mansa DHO,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",100,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403000,Mansa DHO,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",0,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403001,Mansa General Hospital,Essential Medicine,RH0009,"Medroxyprogesterone Acetate 150mg, pwdr for injection Injectable 150Mg/ml -",0,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403001,Mansa General Hospital,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",0,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403001,Mansa General Hospital,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",0,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403001,Mansa General Hospital,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",0,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403011,Buntungwa Urban Health Center,Essential Medicine,RH0009,"Medroxyprogesterone Acetate 150mg, pwdr for injection Injectable 150Mg/ml -",0,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403011,Buntungwa Urban Health Center,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",0,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403011,Buntungwa Urban Health Center,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",0,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403011,Buntungwa Urban Health Center,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",0,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403012,Mansa Central Urban Clinic,Essential Medicine,RH0009,"Medroxyprogesterone Acetate 150mg, pwdr for injection Injectable 150Mg/ml -",0,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403012,Mansa Central Urban Clinic,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",0,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403012,Mansa Central Urban Clinic,Essential Medicine,RH0012,Medroxyprogesterone Acetate 10Mg Tabs -  -,0,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403012,Mansa Central Urban Clinic,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",180,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403012,Mansa Central Urban Clinic,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",0,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403015,Chisembe Rural Health Center,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",20,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403015,Chisembe Rural Health Center,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",30,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403015,Chisembe Rural Health Center,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",1,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403016,Chisunka Rural Health Center,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",0,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403017,Fimpulu Rural Health Center,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",100,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403017,Fimpulu Rural Health Center,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",40,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403017,Fimpulu Rural Health Center,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",1,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403018,Kabunda Rural Health Center,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",100,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403018,Kabunda Rural Health Center,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",40,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403018,Kabunda Rural Health Center,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",3,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403019,Kalaba (Mansa)Rural Health Center,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",200,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403019,Kalaba (Mansa)Rural Health Center,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",26,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403019,Kalaba (Mansa)Rural Health Center,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",4,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403020,Kalyongo Rural Health Center,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",50,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403020,Kalyongo Rural Health Center,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",20,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403020,Kalyongo Rural Health Center,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",0,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403022,Katangwe Rural Health Center,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",0,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403022,Katangwe Rural Health Center,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",0,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403022,Katangwe Rural Health Center,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",20,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403024,ZNS Luamfumu Rural Health Center,Essential Medicine,RH0009,"Medroxyprogesterone Acetate 150mg, pwdr for injection Injectable 150Mg/ml -",0,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403024,ZNS Luamfumu Rural Health Center,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",0,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403024,ZNS Luamfumu Rural Health Center,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",9,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403024,ZNS Luamfumu Rural Health Center,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",1,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403025,Mabumba Rural Health Center,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",0,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403025,Mabumba Rural Health Center,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",40,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403025,Mabumba Rural Health Center,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",0,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403026,Mano Rural Health Center,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",100,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403026,Mano Rural Health Center,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",10,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403026,Mano Rural Health Center,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",0,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403027,Mantumbusa Rural Health Center,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",50,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403027,Mantumbusa Rural Health Center,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",40,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403027,Mantumbusa Rural Health Center,Essential Medicine,RH0033,"Medroxyprogesterone Acetate 104Mg/0.65Ml,(Sayana ) Injectable 104Mg/0.65Ml ml",2,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403028,Matanda Rural Health Center,Essential Medicine,RH0010,"Norethisterone Enanthate, 200mg/ml, Injection -  -",60,2022-05-01T00:00:00Z,5,2022,Injection
Luapula,Mansa,403028,Matanda Rural Health Center,Essential Medicine,RH0023,"Medroxyprogesterone Acetate, 150mg, Injection -  -",10,2022-05-01T00:00:00Z,5,2022,Injection
